date,timestamp,day_commit_count,sequence,track,language,content_type,path,message,task_title
2021-09-19,2021-09-19T13:09:40,5,2,typescript,typescript,validation,archive/typescript/2021/20210919_02_request_validator.ts,add request validator in typescript,request validator
2021-09-19,2021-09-19T15:50:18,5,3,sql,sql,query,archive/sql/2021/20210919_03_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-09-19,2021-09-19T18:01:39,5,4,python,python,ml_utility,archive/python/2021/20210919_04_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-09-19,2021-09-19T19:50:46,5,5,python,python,parsing,archive/python/2021/20210919_05_log_parser_summary.py,summarise service logs with python,log parser summary
2021-09-20,2021-09-20T11:36:35,3,1,go,go,service,archive/go/2021/20210920_01_health_check_service.go,add health check service,health check service
2021-09-20,2021-09-20T15:17:01,3,2,sql,sql,schema,archive/sql/2021/20210920_02_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2021-09-20,2021-09-20T19:04:41,3,3,rust,rust,algorithm,archive/rust/2021/20210920_03_graph_traversal.rs,solve graph traversal in rust,graph traversal
2021-09-21,2021-09-21T11:31:40,4,1,python,python,parsing,archive/python/2021/20210921_01_log_parser_summary.py,summarise service logs with python,log parser summary
2021-09-21,2021-09-21T13:38:35,4,2,sql,sql,query,archive/sql/2021/20210921_02_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-09-21,2021-09-21T16:51:07,4,3,sql,sql,query,archive/sql/2021/20210921_03_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-09-21,2021-09-21T19:46:11,4,4,python,python,ml_utility,archive/python/2021/20210921_04_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-09-22,2021-09-22T11:51:36,3,1,sql,sql,query,archive/sql/2021/20210922_01_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-09-22,2021-09-22T15:46:28,3,2,sql,sql,query,archive/sql/2021/20210922_02_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-09-22,2021-09-22T19:02:47,3,3,rust,rust,parser,archive/rust/2021/20210922_03_config_parser.rs,parse config blocks in rust,config parser
2021-09-23,2021-09-23T12:22:29,3,1,go,go,service,archive/go/2021/20210923_01_health_check_service.go,add health check service,health check service
2021-09-23,2021-09-23T15:02:49,3,2,python,python,parsing,archive/python/2021/20210923_02_log_parser_summary.py,summarise service logs with python,log parser summary
2021-09-23,2021-09-23T18:41:17,3,3,python,python,ml_utility,archive/python/2021/20210923_03_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-09-24,2021-09-24T10:31:47,5,1,sql,sql,query,archive/sql/2021/20210924_01_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-09-24,2021-09-24T13:05:14,5,2,typescript,typescript,api_client,archive/typescript/2021/20210924_02_typed_api_client.ts,build typed api client,typed api client
2021-09-24,2021-09-24T15:15:16,5,3,python,python,data_cleaning,archive/python/2021/20210924_03_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2021-09-24,2021-09-24T17:39:26,5,4,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2021/20210924_04_seasonality_decomposition.ipynb,add seasonality decomposition section,seasonality decomposition
2021-09-24,2021-09-24T19:35:49,5,5,rust,rust,cli,archive/rust/2021/20210924_05_fast_line_counter.rs,add rust line counting utility,fast line counter
2021-09-25,2021-09-25T10:43:20,5,1,rust,rust,parser,archive/rust/2021/20210925_01_config_parser.rs,parse config blocks in rust,config parser
2021-09-25,2021-09-25T13:06:03,5,2,python,python,parsing,archive/python/2021/20210925_02_log_parser_summary.py,summarise service logs with python,log parser summary
2021-09-25,2021-09-25T15:35:52,5,3,typescript,typescript,validation,archive/typescript/2021/20210925_03_request_validator.ts,add request validator in typescript,request validator
2021-09-25,2021-09-25T17:53:46,5,4,typescript,typescript,transform,archive/typescript/2021/20210925_04_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2021-09-25,2021-09-25T20:03:09,5,5,python,python,test,archive/python/2021/20210925_05_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-09-26,2021-09-26T10:45:37,6,1,sql,sql,query,archive/sql/2021/20210926_01_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-09-26,2021-09-26T12:02:11,6,2,typescript,typescript,validation,archive/typescript/2021/20210926_02_date_range_guard.ts,add date range guard,date range guard
2021-09-26,2021-09-26T14:30:24,6,3,sql,sql,query,archive/sql/2021/20210926_03_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-09-26,2021-09-26T16:42:41,6,4,sql,sql,query,archive/sql/2021/20210926_04_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-09-26,2021-09-26T18:14:17,6,5,typescript,typescript,validation,archive/typescript/2021/20210926_05_date_range_guard.ts,add date range guard,date range guard
2021-09-26,2021-09-26T20:24:07,6,6,python,python,parsing,archive/python/2021/20210926_06_log_parser_summary.py,summarise service logs with python,log parser summary
2021-09-27,2021-09-27T11:17:43,4,1,rust,rust,algorithm,archive/rust/2021/20210927_01_bounded_queue.rs,implement bounded queue in rust,bounded queue
2021-09-27,2021-09-27T14:04:41,4,2,go,go,concurrency,archive/go/2021/20210927_02_worker_pool.go,implement worker pool in go,worker pool
2021-09-27,2021-09-27T16:29:35,4,3,python,python,algorithm,archive/python/2021/20210927_03_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-09-27,2021-09-27T19:08:24,4,4,typescript,typescript,validation,archive/typescript/2021/20210927_04_request_validator.ts,add request validator in typescript,request validator
2021-09-28,2021-09-28T11:54:25,3,1,typescript,typescript,api_client,archive/typescript/2021/20210928_01_typed_api_client.ts,build typed api client,typed api client
2021-09-28,2021-09-28T15:03:39,3,2,typescript,typescript,validation,archive/typescript/2021/20210928_02_date_range_guard.ts,add date range guard,date range guard
2021-09-28,2021-09-28T18:53:26,3,3,typescript,typescript,validation,archive/typescript/2021/20210928_03_date_range_guard.ts,add date range guard,date range guard
2021-09-29,2021-09-29T14:58:53,1,1,rust,rust,algorithm,archive/rust/2021/20210929_01_graph_traversal.rs,solve graph traversal in rust,graph traversal
2021-09-30,2021-09-30T11:08:00,5,1,sql,sql,query,archive/sql/2021/20210930_01_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2021-09-30,2021-09-30T13:29:44,5,2,python,python,algorithm,archive/python/2021/20210930_02_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-09-30,2021-09-30T15:35:55,5,3,python,python,parsing,archive/python/2021/20210930_03_log_parser_summary.py,summarise service logs with python,log parser summary
2021-09-30,2021-09-30T18:03:21,5,4,python,python,test,archive/python/2021/20210930_04_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-09-30,2021-09-30T20:21:15,5,5,sql,sql,query,archive/sql/2021/20210930_05_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-02,2021-10-02T11:16:44,4,1,sql,sql,query,archive/sql/2021/20211002_01_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2021-10-02,2021-10-02T14:04:16,4,2,typescript,typescript,validation,archive/typescript/2021/20211002_02_request_validator.ts,add request validator in typescript,request validator
2021-10-02,2021-10-02T16:18:18,4,3,typescript,typescript,validation,archive/typescript/2021/20211002_03_request_validator.ts,add request validator in typescript,request validator
2021-10-02,2021-10-02T19:03:52,4,4,typescript,typescript,validation,archive/typescript/2021/20211002_04_request_validator.ts,add request validator in typescript,request validator
2021-10-03,2021-10-03T10:32:42,5,1,sql,sql,query,archive/sql/2021/20211003_01_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-10-03,2021-10-03T13:25:32,5,2,go,go,concurrency,archive/go/2021/20211003_02_worker_pool.go,implement worker pool in go,worker pool
2021-10-03,2021-10-03T15:20:07,5,3,sql,sql,query,archive/sql/2021/20211003_03_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-03,2021-10-03T17:28:50,5,4,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2021/20211003_04_model_comparison_charts.ipynb,chart model comparison results,model comparison charts
2021-10-03,2021-10-03T19:31:40,5,5,sql,sql,query,archive/sql/2021/20211003_05_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-10-04,2021-10-04T11:27:11,4,1,python,python,algorithm,archive/python/2021/20211004_01_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-10-04,2021-10-04T13:34:38,4,2,go,go,cli,archive/go/2021/20211004_02_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2021-10-04,2021-10-04T16:59:45,4,3,typescript,typescript,api_client,archive/typescript/2021/20211004_03_typed_api_client.ts,build typed api client,typed api client
2021-10-04,2021-10-04T19:35:36,4,4,sql,sql,query,archive/sql/2021/20211004_04_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-05,2021-10-05T12:02:47,3,1,python,python,ml_utility,archive/python/2021/20211005_01_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-10-05,2021-10-05T15:36:16,3,2,python,python,data_cleaning,archive/python/2021/20211005_02_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2021-10-05,2021-10-05T18:33:52,3,3,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2021/20211005_03_seasonality_decomposition.ipynb,add seasonality decomposition section,seasonality decomposition
2021-10-06,2021-10-06T12:17:15,3,1,typescript,typescript,transform,archive/typescript/2021/20211006_01_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2021-10-06,2021-10-06T15:38:20,3,2,typescript,typescript,validation,archive/typescript/2021/20211006_02_date_range_guard.ts,add date range guard,date range guard
2021-10-06,2021-10-06T19:12:23,3,3,go,go,cli,archive/go/2021/20211006_03_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2021-10-07,2021-10-07T11:23:16,4,1,sql,sql,query,archive/sql/2021/20211007_01_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-07,2021-10-07T14:22:03,4,2,rust,rust,algorithm,archive/rust/2021/20211007_02_graph_traversal.rs,solve graph traversal in rust,graph traversal
2021-10-07,2021-10-07T16:29:31,4,3,typescript,typescript,validation,archive/typescript/2021/20211007_03_request_validator.ts,add request validator in typescript,request validator
2021-10-07,2021-10-07T19:15:31,4,4,sql,sql,query,archive/sql/2021/20211007_04_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-10-08,2021-10-08T10:13:28,6,1,sql,sql,query,archive/sql/2021/20211008_01_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2021-10-08,2021-10-08T12:08:50,6,2,rust,rust,algorithm,archive/rust/2021/20211008_02_bounded_queue.rs,implement bounded queue in rust,bounded queue
2021-10-08,2021-10-08T14:10:15,6,3,python,python,ml_utility,archive/python/2021/20211008_03_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-10-08,2021-10-08T16:20:24,6,4,go,go,concurrency,archive/go/2021/20211008_04_worker_pool.go,implement worker pool in go,worker pool
2021-10-08,2021-10-08T18:22:22,6,5,sql,sql,query,archive/sql/2021/20211008_05_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-08,2021-10-08T20:37:36,6,6,typescript,typescript,transform,archive/typescript/2021/20211008_06_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2021-10-09,2021-10-09T11:33:18,4,1,python,python,parsing,archive/python/2021/20211009_01_log_parser_summary.py,summarise service logs with python,log parser summary
2021-10-09,2021-10-09T13:32:04,4,2,typescript,typescript,validation,archive/typescript/2021/20211009_02_date_range_guard.ts,add date range guard,date range guard
2021-10-09,2021-10-09T16:44:50,4,3,go,go,service,archive/go/2021/20211009_03_health_check_service.go,add health check service,health check service
2021-10-09,2021-10-09T19:20:25,4,4,sql,sql,schema,archive/sql/2021/20211009_04_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2021-10-10,2021-10-10T11:00:35,4,1,typescript,typescript,validation,archive/typescript/2021/20211010_01_date_range_guard.ts,add date range guard,date range guard
2021-10-10,2021-10-10T13:50:47,4,2,rust,rust,cli,archive/rust/2021/20211010_02_fast_line_counter.rs,add rust line counting utility,fast line counter
2021-10-10,2021-10-10T16:39:39,4,3,sql,sql,query,archive/sql/2021/20211010_03_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-10-10,2021-10-10T19:03:39,4,4,python,python,algorithm,archive/python/2021/20211010_04_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-10-11,2021-10-11T11:06:18,5,1,sql,sql,query,archive/sql/2021/20211011_01_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2021-10-11,2021-10-11T12:49:34,5,2,python,python,ml_utility,archive/python/2021/20211011_02_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-10-11,2021-10-11T15:30:40,5,3,python,python,test,archive/python/2021/20211011_03_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-10-11,2021-10-11T17:20:53,5,4,sql,sql,schema,archive/sql/2021/20211011_04_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2021-10-11,2021-10-11T19:45:59,5,5,sql,sql,query,archive/sql/2021/20211011_05_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-10-12,2021-10-12T11:17:12,4,1,go,go,cli,archive/go/2021/20211012_01_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2021-10-12,2021-10-12T13:57:10,4,2,rust,rust,algorithm,archive/rust/2021/20211012_02_graph_traversal.rs,solve graph traversal in rust,graph traversal
2021-10-12,2021-10-12T16:51:01,4,3,python,python,algorithm,archive/python/2021/20211012_03_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-10-12,2021-10-12T19:34:22,4,4,python,python,parsing,archive/python/2021/20211012_04_log_parser_summary.py,summarise service logs with python,log parser summary
2021-10-13,2021-10-13T10:27:07,5,1,typescript,typescript,api_client,archive/typescript/2021/20211013_01_typed_api_client.ts,build typed api client,typed api client
2021-10-13,2021-10-13T13:15:49,5,2,sql,sql,query,archive/sql/2021/20211013_02_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-10-13,2021-10-13T15:50:00,5,3,sql,sql,query,archive/sql/2021/20211013_03_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2021-10-13,2021-10-13T17:23:23,5,4,python,python,test,archive/python/2021/20211013_04_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-10-13,2021-10-13T19:56:10,5,5,go,go,service,archive/go/2021/20211013_05_health_check_service.go,add health check service,health check service
2021-10-14,2021-10-14T15:37:39,1,1,python,python,test,archive/python/2021/20211014_01_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-10-15,2021-10-15T11:25:22,4,1,sql,sql,schema,archive/sql/2021/20211015_01_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2021-10-15,2021-10-15T13:37:17,4,2,sql,sql,query,archive/sql/2021/20211015_02_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2021-10-15,2021-10-15T17:09:38,4,3,rust,rust,algorithm,archive/rust/2021/20211015_03_bounded_queue.rs,implement bounded queue in rust,bounded queue
2021-10-15,2021-10-15T19:28:25,4,4,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2021/20211015_04_rolling_trend_visualisation.ipynb,add rolling trend visualisation,rolling trend visualisation
2021-10-16,2021-10-16T12:04:02,3,1,python,python,data_cleaning,archive/python/2021/20211016_01_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2021-10-16,2021-10-16T15:24:01,3,2,typescript,typescript,transform,archive/typescript/2021/20211016_02_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2021-10-16,2021-10-16T18:23:08,3,3,python,python,algorithm,archive/python/2021/20211016_03_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-10-17,2021-10-17T10:05:11,6,1,python,python,test,archive/python/2021/20211017_01_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-10-17,2021-10-17T12:03:22,6,2,python,python,data_cleaning,archive/python/2021/20211017_02_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2021-10-17,2021-10-17T13:56:35,6,3,sql,sql,query,archive/sql/2021/20211017_03_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-17,2021-10-17T16:36:23,6,4,typescript,typescript,api_client,archive/typescript/2021/20211017_04_typed_api_client.ts,build typed api client,typed api client
2021-10-17,2021-10-17T18:40:59,6,5,python,python,test,archive/python/2021/20211017_05_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-10-17,2021-10-17T20:16:49,6,6,typescript,typescript,api_client,archive/typescript/2021/20211017_06_typed_api_client.ts,build typed api client,typed api client
2021-10-18,2021-10-18T11:36:22,4,1,sql,sql,query,archive/sql/2021/20211018_01_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-18,2021-10-18T14:03:45,4,2,python,python,parsing,archive/python/2021/20211018_02_log_parser_summary.py,summarise service logs with python,log parser summary
2021-10-18,2021-10-18T16:34:16,4,3,go,go,service,archive/go/2021/20211018_03_health_check_service.go,add health check service,health check service
2021-10-18,2021-10-18T19:36:28,4,4,go,go,concurrency,archive/go/2021/20211018_04_worker_pool.go,implement worker pool in go,worker pool
2021-10-19,2021-10-19T10:54:14,4,1,rust,rust,algorithm,archive/rust/2021/20211019_01_bounded_queue.rs,implement bounded queue in rust,bounded queue
2021-10-19,2021-10-19T13:48:19,4,2,python,python,algorithm,archive/python/2021/20211019_02_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-10-19,2021-10-19T16:44:30,4,3,python,python,algorithm,archive/python/2021/20211019_03_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-10-19,2021-10-19T19:34:52,4,4,sql,sql,query,archive/sql/2021/20211019_04_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-10-20,2021-10-20T10:27:16,6,1,sql,sql,query,archive/sql/2021/20211020_01_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2021-10-20,2021-10-20T12:25:46,6,2,typescript,typescript,validation,archive/typescript/2021/20211020_02_request_validator.ts,add request validator in typescript,request validator
2021-10-20,2021-10-20T14:07:39,6,3,go,go,concurrency,archive/go/2021/20211020_03_worker_pool.go,implement worker pool in go,worker pool
2021-10-20,2021-10-20T16:24:29,6,4,sql,sql,schema,archive/sql/2021/20211020_04_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2021-10-20,2021-10-20T17:55:36,6,5,python,python,algorithm,archive/python/2021/20211020_05_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-10-20,2021-10-20T19:56:59,6,6,typescript,typescript,validation,archive/typescript/2021/20211020_06_request_validator.ts,add request validator in typescript,request validator
2021-10-21,2021-10-21T11:34:30,4,1,sql,sql,schema,archive/sql/2021/20211021_01_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2021-10-21,2021-10-21T13:57:18,4,2,python,python,data_cleaning,archive/python/2021/20211021_02_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2021-10-21,2021-10-21T16:30:54,4,3,go,go,concurrency,archive/go/2021/20211021_03_worker_pool.go,implement worker pool in go,worker pool
2021-10-21,2021-10-21T19:56:31,4,4,python,python,parsing,archive/python/2021/20211021_04_log_parser_summary.py,summarise service logs with python,log parser summary
2021-10-22,2021-10-22T12:54:20,2,1,python,python,parsing,archive/python/2021/20211022_01_log_parser_summary.py,summarise service logs with python,log parser summary
2021-10-22,2021-10-22T17:46:46,2,2,python,python,ml_utility,archive/python/2021/20211022_02_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-10-23,2021-10-23T11:22:59,4,1,rust,rust,algorithm,archive/rust/2021/20211023_01_graph_traversal.rs,solve graph traversal in rust,graph traversal
2021-10-23,2021-10-23T13:49:05,4,2,sql,sql,query,archive/sql/2021/20211023_02_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-10-23,2021-10-23T16:47:49,4,3,python,python,data_cleaning,archive/python/2021/20211023_03_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2021-10-23,2021-10-23T19:02:52,4,4,python,python,parsing,archive/python/2021/20211023_04_log_parser_summary.py,summarise service logs with python,log parser summary
2021-10-24,2021-10-24T12:09:27,3,1,sql,sql,query,archive/sql/2021/20211024_01_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-10-24,2021-10-24T15:22:55,3,2,rust,rust,cli,archive/rust/2021/20211024_02_fast_line_counter.rs,add rust line counting utility,fast line counter
2021-10-24,2021-10-24T18:47:37,3,3,sql,sql,schema,archive/sql/2021/20211024_03_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2021-10-25,2021-10-25T11:11:12,4,1,python,python,test,archive/python/2021/20211025_01_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-10-25,2021-10-25T14:05:17,4,2,typescript,typescript,api_client,archive/typescript/2021/20211025_02_typed_api_client.ts,build typed api client,typed api client
2021-10-25,2021-10-25T16:32:40,4,3,sql,sql,schema,archive/sql/2021/20211025_03_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2021-10-25,2021-10-25T19:26:53,4,4,sql,sql,query,archive/sql/2021/20211025_04_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-26,2021-10-26T11:36:06,3,1,python,python,parsing,archive/python/2021/20211026_01_log_parser_summary.py,summarise service logs with python,log parser summary
2021-10-26,2021-10-26T15:44:24,3,2,go,go,parser,archive/go/2021/20211026_02_json_stream_parser.go,add json stream parser,json stream parser
2021-10-26,2021-10-26T18:35:39,3,3,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2021/20211026_03_long_range_synthetic_data_notebook.ipynb,extend long-range analysis notebook,long-range synthetic data notebook
2021-10-27,2021-10-27T12:48:00,2,1,python,python,test,archive/python/2021/20211027_01_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-10-27,2021-10-27T17:57:03,2,2,rust,rust,algorithm,archive/rust/2021/20211027_02_graph_traversal.rs,solve graph traversal in rust,graph traversal
2021-10-28,2021-10-28T11:12:26,4,1,sql,sql,query,archive/sql/2021/20211028_01_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-10-28,2021-10-28T13:42:56,4,2,sql,sql,query,archive/sql/2021/20211028_02_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-10-28,2021-10-28T17:04:06,4,3,go,go,service,archive/go/2021/20211028_03_health_check_service.go,add health check service,health check service
2021-10-28,2021-10-28T19:10:58,4,4,sql,sql,query,archive/sql/2021/20211028_04_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-10-29,2021-10-29T11:07:49,4,1,typescript,typescript,validation,archive/typescript/2021/20211029_01_date_range_guard.ts,add date range guard,date range guard
2021-10-29,2021-10-29T14:00:26,4,2,rust,rust,algorithm,archive/rust/2021/20211029_02_bounded_queue.rs,implement bounded queue in rust,bounded queue
2021-10-29,2021-10-29T16:46:47,4,3,python,python,ml_utility,archive/python/2021/20211029_03_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-10-29,2021-10-29T19:46:17,4,4,go,go,service,archive/go/2021/20211029_04_health_check_service.go,add health check service,health check service
2021-10-30,2021-10-30T15:13:28,1,1,typescript,typescript,api_client,archive/typescript/2021/20211030_01_typed_api_client.ts,build typed api client,typed api client
2021-10-31,2021-10-31T10:59:36,4,1,typescript,typescript,api_client,archive/typescript/2021/20211031_01_typed_api_client.ts,build typed api client,typed api client
2021-10-31,2021-10-31T13:44:02,4,2,sql,sql,query,archive/sql/2021/20211031_02_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-10-31,2021-10-31T16:51:36,4,3,sql,sql,query,archive/sql/2021/20211031_03_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-10-31,2021-10-31T19:14:21,4,4,python,python,ml_utility,archive/python/2021/20211031_04_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-11-01,2021-11-01T12:37:31,2,1,go,go,parser,archive/go/2021/20211101_01_json_stream_parser.go,add json stream parser,json stream parser
2021-11-01,2021-11-01T17:17:55,2,2,python,python,ml_utility,archive/python/2021/20211101_02_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-11-02,2021-11-02T12:43:45,2,1,python,python,algorithm,archive/python/2021/20211102_01_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-11-02,2021-11-02T17:18:41,2,2,sql,sql,query,archive/sql/2021/20211102_02_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-11-03,2021-11-03T12:58:34,2,1,python,python,algorithm,archive/python/2021/20211103_01_rolling_median_window.py,solve rolling median window in python,rolling median window
2021-11-03,2021-11-03T17:13:09,2,2,python,python,test,archive/python/2021/20211103_02_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2021-11-04,2021-11-04T10:56:30,5,1,go,go,service,archive/go/2021/20211104_01_health_check_service.go,add health check service,health check service
2021-11-04,2021-11-04T13:11:11,5,2,sql,sql,query,archive/sql/2021/20211104_02_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-11-04,2021-11-04T15:27:25,5,3,sql,sql,query,archive/sql/2021/20211104_03_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2021-11-04,2021-11-04T17:30:46,5,4,python,python,ml_utility,archive/python/2021/20211104_04_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2021-11-04,2021-11-04T20:10:22,5,5,sql,sql,query,archive/sql/2021/20211104_05_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-11-05,2021-11-05T12:03:21,3,1,typescript,typescript,validation,archive/typescript/2021/20211105_01_date_range_guard.ts,add date range guard,date range guard
2021-11-05,2021-11-05T15:16:45,3,2,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2021/20211105_02_seasonality_decomposition.ipynb,add seasonality decomposition section,seasonality decomposition
2021-11-05,2021-11-05T18:41:06,3,3,sql,sql,query,archive/sql/2021/20211105_03_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2021-11-06,2021-11-06T12:01:33,3,1,rust,rust,algorithm,archive/rust/2021/20211106_01_bounded_queue.rs,implement bounded queue in rust,bounded queue
2021-11-06,2021-11-06T15:13:33,3,2,rust,rust,algorithm,archive/rust/2021/20211106_02_bounded_queue.rs,implement bounded queue in rust,bounded queue
2021-11-06,2021-11-06T19:11:15,3,3,sql,sql,query,archive/sql/2021/20211106_03_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-11-07,2021-11-07T11:00:10,4,1,go,go,cli,archive/go/2021/20211107_01_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2021-11-07,2021-11-07T13:47:13,4,2,sql,sql,query,archive/sql/2021/20211107_02_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2021-11-07,2021-11-07T16:40:52,4,3,go,go,cli,archive/go/2021/20211107_03_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2021-11-07,2021-11-07T19:23:51,4,4,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2021/20211107_04_long_range_synthetic_data_notebook.ipynb,extend long-range analysis notebook,long-range synthetic data notebook
2021-11-08,2021-11-08T12:19:05,3,1,sql,sql,query,archive/sql/2021/20211108_01_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
